Title,Price,Bedrooms,Bathrooms,Areas,Location,Url
LOKASI CANTIK Double Storey Terrace Presint 11 Putrajaya,RM 680 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/LOKASI+CANTIK+Double+Storey+Terrace+Presint+11+Putrajaya-87842667.htm
Double Storey Teres Seremban Bumi Lot Bank Lelongg 22x70 FREEHOLD,RM 540 000,4 Bedrooms,3 Bathrooms,2288 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Teres+Seremban+Bumi+Lot+Bank+Lelongg+22x70+FREEHOLD-87842197.htm
"[Putrajaya] 22x80 LAST 2 Storey Teres house "" BUMI LOT"" Bank Lelongg",RM 502 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Putrajaya,https://www.mudah.my/+Putrajaya+22x80+LAST+2+Storey+Teres+house+BUMI+LOT+Bank+Lelongg-87842177.htm
Putrajaya 16 Jalan Temoleh LIMITED 2 Storey Bank lelongg 22x80 Bumi,RM 560 310,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+16+Jalan+Temoleh+LIMITED+2+Storey+Bank+lelongg+22x80+Bumi-87842175.htm
"Putrajaya Double Storey Teres 2980sqf, Jalan p11d/1 Bank Lelongg Bumi",RM 505 000,4 Bedrooms,4 Bathrooms,2980 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Double+Storey+Teres+2980sqf+Jalan+p11d+1+Bank+Lelongg+Bumi-87842173.htm
Double Storey Terrace Putrajaya Prisint 16 Jalan 34 Bumi Bank Lelongg,RM 534 000,4 Bedrooms,4 Bathrooms,2400 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Terrace+Putrajaya+Prisint+16+Jalan+34+Bumi+Bank+Lelongg-87842166.htm
SPACIOUS 2 Storey Puchong Jalan Wawasan Bank Lelongg Bumi 24x80,RM 519 000,4 Bedrooms,3 Bathrooms,2379 sq.ft.,Putrajaya,https://www.mudah.my/SPACIOUS+2+Storey+Puchong+Jalan+Wawasan+Bank+Lelongg+Bumi+24x80-87842162.htm
"Duta Villa- Presint 14, New spacious corner unit, perfect for family",RM 1 650 000,6 Bedrooms,6 Bathrooms,3910 sq.ft.,Putrajaya,https://www.mudah.my/Duta+Villa+Presint+14+New+spacious+corner+unit+perfect+for+family-87756955.htm
"Fully Furnished Semi-D Corner Lot, Precint 16 Putrajaya for Sale",RM 1 350 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnished+Semi+D+Corner+Lot+Precint+16+Putrajaya+for+Sale-86354563.htm
Putrajaya Corner Lot Semi D Villa Ferra Highly Nego,RM 3 850 000,6 Bedrooms,6 Bathrooms,5890 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Corner+Lot+Semi+D+Villa+Ferra+Highly+Nego-85102811.htm
End lot precint 9 putrajaya,RM 845 000,4 Bedrooms,3 Bathrooms,1238 sq.ft.,Putrajaya,https://www.mudah.my/End+lot+precint+9+putrajaya-84372251.htm
"Presint 12 Putrajaya, 2.5 Storey Semi D, with lift and pool, 3207sqft",RM 2 173 139,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/Presint+12+Putrajaya+2+5+Storey+Semi+D+with+lift+and+pool+3207sqft-87834611.htm
【Project KLIA2】Below Market Price30% SEMI-D Concept Hilltop Vision,RM 459 000,5 Bedrooms,6 Bathrooms,3399 sq.ft.,Putrajaya,https://www.mudah.my/+Project+KLIA2+Below+Market+Price30+SEMI+D+Concept+Hilltop+Vision-85986395.htm
"NEW UNIT!! 2 Storey Terrace, Presint 12, Putrajaya",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/NEW+UNIT+2+Storey+Terrace+Presint+12+Putrajaya-87833172.htm
"(Facing Lake) New Haven 2.5 Storey Semi-D Presint 18, Putrajaya",RM 1 400 000,6 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/+Facing+Lake+New+Haven+2+5+Storey+Semi+D+Presint+18+Putrajaya-87802478.htm
HURRY UP!!! [Below Market Price 40%!!!] 0%D/P Freehold Double Storey,RM 401 850,4 Bedrooms,4 Bathrooms,2352 sq.ft.,Putrajaya,https://www.mudah.my/HURRY+UP+Below+Market+Price+40+0+D+P+Freehold+Double+Storey-83566749.htm
[peaceful+spacious] 3 storey bungalow presint 10 putrajaya,RM 4 500 000,More than 10 Bedroom,9 Bathrooms,10691 sq.ft.,Putrajaya,https://www.mudah.my/+peaceful+spacious+3+storey+bungalow+presint+10+putrajaya-85082533.htm
Presint 15 Semi D Corner Lot Below Market Value,RM 1 500 000,5 Bedrooms,5 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/Presint+15+Semi+D+Corner+Lot+Below+Market+Value-75585787.htm
"NEAR LAKE Semi D Presint 18, Putrajaya",RM 1 450 000,5 Bedrooms,4 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/NEAR+LAKE+Semi+D+Presint+18+Putrajaya-87830167.htm
With LIFT & POOL | 2.5 Storey SEMI D Presint 12 Putrajaya,RM 2 173 139,5 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/With+LIFT+POOL+2+5+Storey+SEMI+D+Presint+12+Putrajaya-87828578.htm
"Fully Furnished 2 Storey Intermediate Terrace Presint 11, Putrajaya",RM 790 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnished+2+Storey+Intermediate+Terrace+Presint+11+Putrajaya-87827635.htm
"2.5 Storey Hyperlinks Residences, Duta Villa Precinct 14, Putrajaya",RM 1 461 195,6 Bedrooms,6 Bathrooms,3900 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Storey+Hyperlinks+Residences+Duta+Villa+Precinct+14+Putrajaya-87827156.htm
NEWLY COMPLETED FREHOLD 3storey Hyperlink Terrace Duta Villa Putrajaya,RM 1 550 000,6 Bedrooms,6 Bathrooms,3863 sq.ft.,Putrajaya,https://www.mudah.my/NEWLY+COMPLETED+FREHOLD+3storey+Hyperlink+Terrace+Duta+Villa+Putrajaya-87821353.htm
(CORNER LOT)(FACING PLAYGROUND) Semi D House Villa Ferra Putrajaya,RM 3 000 000,6 Bedrooms,6 Bathrooms,5890 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+FACING+PLAYGROUND+Semi+D+House+Villa+Ferra+Putrajaya-87728143.htm
[NEAR SURAU] Double Storey Terrace House Presint 11 Putrajaya,RM 670 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/+NEAR+SURAU+Double+Storey+Terrace+House+Presint+11+Putrajaya-87812249.htm
(FACING LAKE) 2 1/2 Storey Semi D House New Haven Presint 18 Putrajaya,RM 1 400 000,6 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+FACING+LAKE+2+1+2+Storey+Semi+D+House+New+Haven+Presint+18+Putrajaya-87811638.htm
(CHEAPEST IN MARKET) 2 Storey Terrace House Presint 11 Putrajaya,RM 620 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/+CHEAPEST+IN+MARKET+2+Storey+Terrace+House+Presint+11+Putrajaya-87811635.htm
Rumah BSE 20x70 Bandar Seri Ehsan Salak Tinggi Klia Dengkil Putrajaya,RM 235 000,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+BSE+20x70+Bandar+Seri+Ehsan+Salak+Tinggi+Klia+Dengkil+Putrajaya-87809771.htm
"[Facing Lake, Fitted] New Haven 2.5 Sty Semi D Presint 18 Putrajaya",RM 1 400 000,6 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/+Facing+Lake+Fitted+New+Haven+2+5+Sty+Semi+D+Presint+18+Putrajaya-87809539.htm
"CORNER,CANTIK,FULLY FURNISH Semi D Double Storey Presint 16 Putrajaya",RM 1 350 000,4 Bedrooms,3 Bathrooms,4250 sq.ft.,Putrajaya,https://www.mudah.my/CORNER+CANTIK+FULLY+FURNISH+Semi+D+Double+Storey+Presint+16+Putrajaya-84702284.htm
Teres 2 Tingkat(Open Facing) Sungai Merab,RM 650 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Teres+2+Tingkat+Open+Facing+Sungai+Merab-87808267.htm
[FREEHOLD | TERMURAH} Double Storey Terrace Presint 11 Putrajaya,RM 680 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/+FREEHOLD+TERMURAH+Double+Storey+Terrace+Presint+11+Putrajaya-87807769.htm
[Freehold] Presint 12 Putrajaya,RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/+Freehold+Presint+12+Putrajaya-87806677.htm
"[NEARBY MOSQUE] 2.5 storey Duta Villa Presint 14, Putrajaya",RM 1 560 000,6 Bedrooms,6 Bathrooms,3950 sq.ft.,Putrajaya,https://www.mudah.my/+NEARBY+MOSQUE+2+5+storey+Duta+Villa+Presint+14+Putrajaya-80143280.htm
[Cheapest in Putrajaya] 2 storey Terrace at Presint 11 Putrajaya,RM 620 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+Cheapest+in+Putrajaya+2+storey+Terrace+at+Presint+11+Putrajaya-87806460.htm
LIFT & POOL Near Istana Melawati 2.5 Storey SemiD Presint 12 Putrajaya,RM 2 173 000,6 Bedrooms,7 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/LIFT+POOL+Near+Istana+Melawati+2+5+Storey+SemiD+Presint+12+Putrajaya-87803196.htm
Putrajaya Presint 14 Teres House,RM 900 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Presint+14+Teres+House-86432945.htm
(Lake View) 2.5 Sty Semi-D Yara Twin Villa Presint 8 Putrajaya,RM 3 000 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/+Lake+View+2+5+Sty+Semi+D+Yara+Twin+Villa+Presint+8+Putrajaya-87795227.htm
(RENOVATED-Near Putrajaya) Double storey house TAMAN EMAS DENGKIL,RM 550 000,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Putrajaya,https://www.mudah.my/+RENOVATED+Near+Putrajaya+Double+storey+house+TAMAN+EMAS+DENGKIL-87794250.htm
2 Storey Semi-Detached 40 X 80 Renovated Extended Presint 15 Putrajaya,RM 1 350 000,4 Bedrooms,4 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Semi+Detached+40+X+80+Renovated+Extended+Presint+15+Putrajaya-87794094.htm
[Freehold] Presint 11 Putrajaya,RM 810 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/+Freehold+Presint+11+Putrajaya-87788760.htm
UNIT KEEP WELL!! Double Storey EndLot Taman Seri Mewah Kajang,RM 450 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/UNIT+KEEP+WELL+Double+Storey+EndLot+Taman+Seri+Mewah+Kajang-87701341.htm
P18 Putrajaya 2½ Double Storey FREEHOLD+FULLY FURNISHED,RM 1 075 000,5 Bedrooms,4 Bathrooms,2700 sq.ft.,Putrajaya,https://www.mudah.my/P18+Putrajaya+2+Double+Storey+FREEHOLD+FULLY+FURNISHED-87787453.htm
"[Near Ammenities,Lake] 2 Sty CORNER Lot Terrace Presint 8 Putrajaya",RM 1 000 000,4 Bedrooms,4 Bathrooms,2670 sq.ft.,Putrajaya,https://www.mudah.my/+Near+Ammenities+Lake+2+Sty+CORNER+Lot+Terrace+Presint+8+Putrajaya-87787610.htm
"[negotiablw][new unit]double storey presint 12 , putrajaya",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/+negotiablw+new+unit+double+storey+presint+12+putrajaya-87786789.htm
[CORNER LOT] Semi-D Double Storey Presint 16 Putrajaya,RM 1 200 000,4 Bedrooms,3 Bathrooms,4250 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+Semi+D+Double+Storey+Presint+16+Putrajaya-84899421.htm
[SPACIOUS LAND] DOUBLE STOREY BUNGALOW D’HERON PRESINT 16 PUTRAJAYA,RM 3 400 000,5 Bedrooms,6 Bathrooms,10129 sq.ft.,Putrajaya,https://www.mudah.my/+SPACIOUS+LAND+DOUBLE+STOREY+BUNGALOW+D+HERON+PRESINT+16+PUTRAJAYA-84899169.htm
"Corner Lot Terrace Presint 8, Putrajaya",RM 1 000 000,4 Bedrooms,4 Bathrooms,2670 sq.ft.,Putrajaya,https://www.mudah.my/Corner+Lot+Terrace+Presint+8+Putrajaya-87778547.htm
2-Storey intermediate house (last 2 units),RM 775 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+intermediate+house+last+2+units+-87693072.htm
Semi D Concept Superlink Corner 38X80 568K Putrajaya Superlink 40% R/B,RM 568 325,4 Bedrooms,4 Bathrooms,3862 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Concept+Superlink+Corner+38X80+568K+Putrajaya+Superlink+40+R+B-87490182.htm
[near school] double storey presint 11 putrajaya,RM 730 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+near+school+double+storey+presint+11+putrajaya-87772834.htm
"Terracr corner, presint 8, putrajaya",RM 1 000 000,4 Bedrooms,4 Bathrooms,2670 sq.ft.,Putrajaya,https://www.mudah.my/Terracr+corner+presint+8+putrajaya-87770209.htm
"SPACIOUS BUNGALOW! Presint 14, Putrajaya",RM 2 800 000,6 Bedrooms,6 Bathrooms,9000 sq.ft.,Putrajaya,https://www.mudah.my/SPACIOUS+BUNGALOW+Presint+14+Putrajaya-87769997.htm
(RENOVATED) Teres 2 Tingkat Taman Warisan Indah Kota Warisan,RM 530 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+RENOVATED+Teres+2+Tingkat+Taman+Warisan+Indah+Kota+Warisan-86106827.htm
SPACIOUS FREEHOLD Double Storey Bungalow Presint 10 Putrajaya,RM 2 700 000,6 Bedrooms,5 Bathrooms,7800 sq.ft.,Putrajaya,https://www.mudah.my/SPACIOUS+FREEHOLD+Double+Storey+Bungalow+Presint+10+Putrajaya-87753133.htm
"2.5 Storey SEMI-D Presint 18, Putrajaya [FULLY FURNISHED Da Vinci]",RM 1 900 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Storey+SEMI+D+Presint+18+Putrajaya+FULLY+FURNISHED+Da+Vinci+-83514177.htm
"Desa Pinggiran Putra, Putrajaya",RM 1 900 000,6 Bedrooms,5 Bathrooms,5100 sq.ft.,Putrajaya,https://www.mudah.my/Desa+Pinggiran+Putra+Putrajaya-86047637.htm
"Augusta residences 2 semi-d precinct 12, putrajaya for sale",RM 2 173 139,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/Augusta+residences+2+semi+d+precinct+12+putrajaya+for+sale-82446692.htm
FAST!!! [Corner 50ft Xtra Land!!!] 0%DP 30x90 Double Storey BIG Hous,RM 327 000,5 Bedrooms,5 Bathrooms,4785 sq.ft.,Putrajaya,https://www.mudah.my/FAST+Corner+50ft+Xtra+Land+0+DP+30x90+Double+Storey+BIG+Hous-86383228.htm
Agusta Residence Elegant Semi-D With Pool at Precint 12 Putrajaya,RM 2 173 139,6 Bedrooms,6 Bathrooms,3207 sq.ft.,Putrajaya,https://www.mudah.my/Agusta+Residence+Elegant+Semi+D+With+Pool+at+Precint+12+Putrajaya-87742953.htm
(Fully Furnished) 2 UNITS Double Storey Superlink Presint 11,RM 800 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/+Fully+Furnished+2+UNITS+Double+Storey+Superlink+Presint+11-87742004.htm
NICE HOUSE CORNER LOT SEMI D Presint 15 PUTRAJAYA,RM 1 500 000,5 Bedrooms,5 Bathrooms,3640 sq.ft.,Putrajaya,https://www.mudah.my/NICE+HOUSE+CORNER+LOT+SEMI+D+Presint+15+PUTRAJAYA-87672127.htm
Semi D Astana Residence Presint 8 Putrajaya,RM 3 312 900,6 Bedrooms,7 Bathrooms,5752 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Astana+Residence+Presint+8+Putrajaya-84950439.htm
2 storey terrace presint 9,RM 680 000,4 Bedrooms,3 Bathrooms,1900 sq.ft.,Putrajaya,https://www.mudah.my/2+storey+terrace+presint+9-87608851.htm
"NEAR LAKE Sera 3sty Twin Villa, Presint 8 Putrajaya with Swimming Pool",RM 2 000 000,6 Bedrooms,6 Bathrooms,4090 sq.ft.,Putrajaya,https://www.mudah.my/NEAR+LAKE+Sera+3sty+Twin+Villa+Presint+8+Putrajaya+with+Swimming+Pool-83488506.htm
"[BELOW MARKET] New Haven. 2.5 Storey Semi D, Presint 18 Putrajaya",RM 1 400 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+BELOW+MARKET+New+Haven+2+5+Storey+Semi+D+Presint+18+Putrajaya-84923284.htm
Rumah Bandar Hibrid Limited Unit C/Back Up to RM20K !!,RM 490 000,3 Bedrooms,3 Bathrooms,1852 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+Bandar+Hibrid+Limited+Unit+C+Back+Up+to+RM20K+-87582217.htm
"NEW UNIT!! 2 Storey Terrace, Presint 12, Putrajaya",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/NEW+UNIT+2+Storey+Terrace+Presint+12+Putrajaya-87727180.htm
[6 BEDROOMS + PRIVATE POOL] Augusta Presint 12 Putrajaya,RM 2 200 000,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/+6+BEDROOMS+PRIVATE+POOL+Augusta+Presint+12+Putrajaya-76898222.htm
Endlot 2 storey terrace presint 14 furnished facing greenary,RM 860 000,4 Bedrooms,3 Bathrooms,2200 sq.ft.,Putrajaya,https://www.mudah.my/Endlot+2+storey+terrace+presint+14+furnished+facing+greenary-87725440.htm
"[Facing Lake,Fitted] New Haven 2.5 Sty Semi D Presint 18 Putrajaya",RM 1 500 000,5 Bedrooms,5 Bathrooms,3400 sq.ft.,Putrajaya,https://www.mudah.my/+Facing+Lake+Fitted+New+Haven+2+5+Sty+Semi+D+Presint+18+Putrajaya-87723730.htm
"NEW Double Storey Terrace Presint 12, Putrajaya Near IOI City Mall",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/NEW+Double+Storey+Terrace+Presint+12+Putrajaya+Near+IOI+City+Mall-87723568.htm
Double storey bandar seri ehsan type low cost,RM 200 000,3 Bedrooms,2 Bathrooms,825 sq.ft.,Putrajaya,https://www.mudah.my/Double+storey+bandar+seri+ehsan+type+low+cost-87572007.htm
Bungalow with huge land at Precint 10 Putrajaya,RM 2 700 000,6 Bedrooms,5 Bathrooms,4800 sq.ft.,Putrajaya,https://www.mudah.my/Bungalow+with+huge+land+at+Precint+10+Putrajaya-87601253.htm
"2.5 Storey Bungalow, Danau Suria ,Presint 16 Putrajaya",RM 3 500 000,6 Bedrooms,6 Bathrooms,4220 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Storey+Bungalow+Danau+Suria+Presint+16+Putrajaya-79037832.htm
[ CORNER LOT 35 x 70 ] Rumah Teres Terrace Corner Presint 14 Putrajaya,RM 999 999,4 Bedrooms,3 Bathrooms,2450 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+35+x+70+Rumah+Teres+Terrace+Corner+Presint+14+Putrajaya-87529330.htm
[ FURNISHED ] Rumah Teres The Pines Precint Presint 11 Putrajaya,RM 750 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+FURNISHED+Rumah+Teres+The+Pines+Precint+Presint+11+Putrajaya-84983949.htm
[ PALING MURAH ] Semi D Semi Detached Presint 16 Putrajaya,RM 1 100 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/+PALING+MURAH+Semi+D+Semi+Detached+Presint+16+Putrajaya-87528753.htm
"NEW 2.5 Storey Semi-D The Thymes 8, Precint 11, Putrajaya",RM 1 853 640,5 Bedrooms,5 Bathrooms,4190 sq.ft.,Putrajaya,https://www.mudah.my/NEW+2+5+Storey+Semi+D+The+Thymes+8+Precint+11+Putrajaya-83707924.htm
Beautiful- Wet kitchen -3700sqft- 2.5sty Semi D Presint 18 Putrajaya,RM 1 900 000,6 Bedrooms,5 Bathrooms,3700 sq.ft.,Putrajaya,https://www.mudah.my/Beautiful+Wet+kitchen+3700sqft+2+5sty+Semi+D+Presint+18+Putrajaya-87714349.htm
Spacious Land Semi-D Desa Pinggiran Putra near Putrajaya,RM 585 000,3 Bedrooms,2 Bathrooms,4014 sq.ft.,Putrajaya,https://www.mudah.my/Spacious+Land+Semi+D+Desa+Pinggiran+Putra+near+Putrajaya-87613876.htm
RENOVATED > Bungalow Banglo Desa Pinggiran Putra putrajaya,RM 970 000,5 Bedrooms,3 Bathrooms,6000 sq.ft.,Putrajaya,https://www.mudah.my/RENOVATED+Bungalow+Banglo+Desa+Pinggiran+Putra+putrajaya-87707378.htm
[LAST HOC 2020] Freehold 55X80 [Extra Land 30ft] 2 Storey Cashback209K,RM 450 699,4 Bedrooms,4 Bathrooms,3695 sq.ft.,Putrajaya,https://www.mudah.my/+LAST+HOC+2020+Freehold+55X80+Extra+Land+30ft+2+Storey+Cashback209K-87465629.htm
Nicely Renovated Double Storey House Pines Presint 11 Putrajaya,RM 750 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Nicely+Renovated+Double+Storey+House+Pines+Presint+11+Putrajaya-83396668.htm
RENOVATED 2 storey EndLot Terrace Palma Residence Presint 11 Putrajaya,RM 930 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/RENOVATED+2+storey+EndLot+Terrace+Palma+Residence+Presint+11+Putrajaya-83399249.htm
[CORNER LOT] 2 Storey Terrace at P14C Putrajaya,RM 1 150 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+2+Storey+Terrace+at+P14C+Putrajaya-87591848.htm
[REDUCED PRICE] FREEHOLD 2.5 Storey Terrace New Hampshire Presint 18,RM 850 000,5 Bedrooms,4 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/+REDUCED+PRICE+FREEHOLD+2+5+Storey+Terrace+New+Hampshire+Presint+18-84956475.htm
[BEST BUY] FULLY RENOVATED 2 Storey Terrace Duta Terrace II Presint 14,RM 880 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/+BEST+BUY+FULLY+RENOVATED+2+Storey+Terrace+Duta+Terrace+II+Presint+14-84959118.htm
[BEST BUY] LOKASI BAIK FREEHOLD 2 Storey Terrace Presint 11 Putrajaya,RM 680 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/+BEST+BUY+LOKASI+BAIK+FREEHOLD+2+Storey+Terrace+Presint+11+Putrajaya-84871879.htm
[MUST BUY] REDUCED PRICE Double Storey Terrace Presint 11A FREEHOLD,RM 620 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+MUST+BUY+REDUCED+PRICE+Double+Storey+Terrace+Presint+11A+FREEHOLD-84954971.htm
Putrajaya Lake FERA TWINVILLA 3 Storey Semi - D Villa House Presint 8,RM 3 200 000,5 Bedrooms,5 Bathrooms,4521 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Lake+FERA+TWINVILLA+3+Storey+Semi+D+Villa+House+Presint+8-87689613.htm
[NICE UNIT] 3 Storey Semi D Villa House Fera Twinvilla Presint 8,RM 3 200 000,5 Bedrooms,5 Bathrooms,4521 sq.ft.,Putrajaya,https://www.mudah.my/+NICE+UNIT+3+Storey+Semi+D+Villa+House+Fera+Twinvilla+Presint+8-86216890.htm
[MUST BUY] 2.S Storey Semi Detached NEW HAVEN Presint 18H Putrajaya,RM 1 400 000,6 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+MUST+BUY+2+S+Storey+Semi+Detached+NEW+HAVEN+Presint+18H+Putrajaya-86218436.htm
"Facing Lake YARA Twinvilla 2.5 Storey Semi D Presint 8, Putrajaya",RM 3 000 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/Facing+Lake+YARA+Twinvilla+2+5+Storey+Semi+D+Presint+8+Putrajaya-87688424.htm
[CORNER LOT] EXCLUSIVE Double Storey Terrace Presint 14 Putrajaya,RM 999 999,4 Bedrooms,3 Bathrooms,2400 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+EXCLUSIVE+Double+Storey+Terrace+Presint+14+Putrajaya-86218635.htm
REDUCED PRICE!! 2.5 Storey Semi Detached Yara Twinvilla at Presint 8,RM 3 000 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/REDUCED+PRICE+2+5+Storey+Semi+Detached+Yara+Twinvilla+at+Presint+8-86217249.htm
Spacious Corner Lot DESIRAN BAYU Presint 16 Putrajaya,RM 1 350 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/Spacious+Corner+Lot+DESIRAN+BAYU+Presint+16+Putrajaya-87687514.htm
"[BIG SIZE] Double Storey Semi D, Presint 14 Putrajaya",RM 1 250 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+BIG+SIZE+Double+Storey+Semi+D+Presint+14+Putrajaya-84899110.htm
FREEHOLD Double Storey 25X80 (CORNER 25FT) MCO Rebate 30%,RM 409 111,4 Bedrooms,4 Bathrooms,2891 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+Double+Storey+25X80+CORNER+25FT+MCO+Rebate+30+-87684960.htm
"[Huge Land,Freehold] 2 Storey Bungalow at Presint 14, Putrajaya",RM 2 800 000,6 Bedrooms,6 Bathrooms,4800 sq.ft.,Putrajaya,https://www.mudah.my/+Huge+Land+Freehold+2+Storey+Bungalow+at+Presint+14+Putrajaya-87683270.htm
"[NicelyDecorated,FullyFurnished] New Haven Semi D Presint 18 Putrajaya",RM 1 400 000,5 Bedrooms,4 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/+NicelyDecorated+FullyFurnished+New+Haven+Semi+D+Presint+18+Putrajaya-87683251.htm
Luxury 2 storey superlink cyberjaya booking 1k low density,RM 798 000,5 Bedrooms,4 Bathrooms,2508 sq.ft.,Putrajaya,https://www.mudah.my/Luxury+2+storey+superlink+cyberjaya+booking+1k+low+density-87681771.htm
Limited Rebate Now !!! Super Big House !!! Individual Title,RM 418 000,4 Bedrooms,4 Bathrooms,2800 sq.ft.,Putrajaya,https://www.mudah.my/Limited+Rebate+Now+Super+Big+House+Individual+Title-87680127.htm
"Semi D Putrajaya Under MV Rumah Cantik, Kejiranan Bagus",RM 1 400 000,5 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Putrajaya+Under+MV+Rumah+Cantik+Kejiranan+Bagus-87678022.htm
